text,named_ents
"has n had any of the following in the past year and/or previous to past year? any other operation, namely","[('the past year', 34, 47, 'DATE')]"
does n share a bedroom with others?,[]
"from the health visitor's knowledge and observations of the child, and where necessary from available records, what is n's intellectual development considered to be?",[]
has n ever been in any of the following situations? in the past but not now,[]
"after regular contact was established, was there any period of 24 hours or more during the first month of n's life when mother was not in normal contact with n, e.g. to hold and/or to feed?","[('24 hours', 63, 71, 'TIME'), ('the first month', 87, 102, 'DATE')]"
has n ever been in hospital overnight or longer for any reason whatsoever? exclude initial stay in maternity home/hospital.,"[('maternity home/hospital', 99, 122, 'ORG')]"
name of health visitor conducting the interview:,[]
do people outside n's household easily understand what he/she says?,[]
does n ever watch television at home?,[]
ring in column b the one person who reads to n most often. b,"[('one', 21, 24, 'CARDINAL')]"
on how many days has n been read to at home in the past 7 days?,"[('the past 7 days', 47, 62, 'DATE')]"
ring in column a all who have read to n at home at least once in the past 7 days. a,"[('the past 7 days', 65, 80, 'DATE')]"
is this the usual amount n is read to at home?,[]
"for how many weeks has the father been off work in the past 12 months, through illness or unemployment or for other reasons? number of weeks off work through: unemployment","[('many weeks', 8, 18, 'DATE'), ('the past 12 months', 51, 69, 'DATE'), ('weeks', 135, 140, 'DATE')]"
please ask when this situation began. situation began,[]
"please give following details effect on home or school life, if any",[]
"when the present father left school, what was his own father's job? actual job",[]
"for how many weeks has the father been off work in the past 12 months, through illness or unemployment or for other reasons? number of weeks off work through: other reasons, give details","[('many weeks', 8, 18, 'DATE'), ('the past 12 months', 51, 69, 'DATE'), ('weeks', 135, 140, 'DATE')]"
"for how many weeks has the father been off work in the past 12 months, through illness or unemployment or for other reasons? number of weeks off work through: illness or accident","[('many weeks', 8, 18, 'DATE'), ('the past 12 months', 51, 69, 'DATE'), ('weeks', 135, 140, 'DATE')]"
please give following details actual diagnosis,[]
"when the present father left school, what was his own father's job? type of industry",[]
"please ask mother to describe subsequent attack(s), if any. investigations, if any",[]
give total duration of separation in completed days,"[('days', 47, 51, 'DATE')]"
"please ask mother to describe the first attack how soon seen by g.p., or admitted, if at all","[('first', 34, 39, 'ORDINAL')]"
"please ask mother to describe subsequent attack(s), if any. medication and dates",[]
relationship of informant to n,[]
please ask mother to describe the first attack form it took,"[('first', 34, 39, 'ORDINAL')]"
"from health visitor's and mother's knowledge, and from records if possible, please give the most accurate diagnosis of the attack(s).",[]
"please ask mother to describe subsequent attack(s), if any. form they took if different from above",[]
give details,[]
please describe abnormalities,[]
"indicate into which of the following categories the condition, handicap or disability falls",[]
please give name and address of the school mother expects him/her to attend later. name of infant/primary school,[]
please give name and address of the school mother expects him/her to attend later. name of head teacher,[]
give reason(s) for separations(s),[]
give details,[]
how many are smoked per day on average? average number smoked: father,[]
how many are smoked per day on average? average number smoked: mother,[]
please give name and address of the school mother expects him/her to attend later. when does the mother expect n to start attending this infant/primary school?,[]
"please give reason(s), e.g. mother couldn't read, etc.",[]
please give the following details for each member of the household concerned. date of onset,[]
please give name and address of the school mother expects him/her to attend later. full postal address,[]
what treatment was given?,[]
please give details below.,[]
how many sleep in the same room,[]
give age in completed years n was first regularly looked after in someone else's house,"[('first', 34, 39, 'ORDINAL')]"
please give the following details for each member of the household concerned. diagnosis or nature of condition,[]
please give the following details for each member of the household concerned. duration of condition (years and months),"[('years and', 101, 110, 'DATE'), ('months', 111, 117, 'DATE')]"
give total number of hospital admissions overnight or longer,"[('overnight', 41, 50, 'TIME')]"
"please give the following details for each member of the household concerned. in what way, if any, has condition caused any interference with n's everyday care?",[]
please give the following details for each member of the household concerned. relationship to n,[]
"please give the following details for each member of the household concerned. outcome (i.e. recovered, died, condition still present)",[]
at what age did n stop attending the previous placement? ... years ... months,[]
how many attacks occurred: in first 12 months of life?,"[('first 12 months', 30, 45, 'DATE')]"
"describe mother's present job. what is her actual job? (e.g. shop assistant, teacher, assembly line worker, typist, stitcher, etc.)",[]
does mother work these hours regulary every week?,"[('these hours', 17, 28, 'TIME'), ('every week', 38, 48, 'DATE')]"
"present placement - a  name and address in full of the place n attends at present or, if on holiday, attended last term. (if child currently attends more than one place, please give details of the main one). name of place n attends now","[('more than one', 149, 162, 'CARDINAL')]"
"has mother regularly taken part or helped in any way in the place(s) n attended? (e.g. looking after the children, helping with the administrative side or in other ways) a present placement",[]
previous placement - b  name and address in full of place n has attended previously that he/she has since stopped attending. (if the child has attended more than once place previously for three months or longer give details of the one he/she left most recently). name of previous place n attended,"[('three months', 188, 200, 'DATE')]"
"present placement - a  name and address in full of the place n attends at present or, if on holiday, attended last term. (if child currently attends more than one place, please give details of the main one). name of head teacher, supervisor, etc","[('more than one', 149, 162, 'CARDINAL')]"
type of premises n attended for present and previous placements a present placement,[]
give the lowest floor on which rooms are situated floor,[]
who looks after n during mother's working hours?,"[('working hours', 34, 47, 'TIME')]"
"previous placement - b  name and address in full of place n has attended previously that he/she has since stopped attending. (if the child has attended more than once place previously for three months or longer give details of the one he/she left most recently). designation of previous place n attended, i.e. as specified in d.1 b","[('three months', 188, 200, 'DATE')]"
"present placement - a  name and address in full of the place n attends at present or, if on holiday, attended last term. (if child currently attends more than one place, please give details of the main one). designation of main place n attends now, i.e. as specified in d.1 a.","[('more than one', 149, 162, 'CARDINAL')]"
previous placement - b  name and address in full of place n has attended previously that he/she has since stopped attending. (if the child has attended more than once place previously for three months or longer give details of the one he/she left most recently). full postal address,"[('three months', 188, 200, 'DATE')]"
age at first or only attack in which he/she wheezed on the chest: ... years ... mths,"[('first', 7, 12, 'ORDINAL'), ('mths', 80, 84, 'DATE')]"
how many years has mother been doing this job? (ignore short breaks for pregnancies or illness) number of years,"[('years', 106, 111, 'DATE')]"
type of premises n attended for present and previous placements b previous placement,[]
at what age did n start attending: a - present placement? ... years ... months,[]
"please ask the mother if she could say what are the main reasons she works. (if ""for money"" ask, ""what is money mainly spent on?"")",[]
please describe what the mother was told about the diagnosis in her own words,[]
"previous placement - b  name and address in full of place n has attended previously that he/she has since stopped attending. (if the child has attended more than once place previously for three months or longer give details of the one he/she left most recently). name of head teacher, supervisor, etc.","[('three months', 188, 200, 'DATE')]"
how many attacks occurred: between first and fourth birthdays?,"[('fourth', 45, 51, 'ORDINAL')]"
"present placement - a  name and address in full of the place n attends at present or, if on holiday, attended last term. (if child currently attends more than one place, please give details of the main one). full postal address","[('more than one', 149, 162, 'CARDINAL')]"
how many attacks occurred: since fourth birthday?,"[('fourth', 33, 39, 'ORDINAL')]"
"has mother regularly taken part or helped in any way in the place(s) n attended? (e.g. looking after the children, helping with the administrative side or in other ways) b - previous placement",[]
please give average travelling time to and from work returning home ... hours ... mins,[]
what kind of position does mother occupy at work?,[]
please ask when this situation began. situation began,[]
has the mother noticed any changes in n felt to be due to his/her attendance at present or previous placements? a present placement,[]
please give average travelling time to and from work travelling to work ... hours ... mins,[]
please describe any difficulty,[]
"when mother is at work, is n usually looked after at home or away from home? (if n is sometimes looked after at home and sometimes away from home ring where he/she is mainly looked after).",[]
"what type of industry or business does she work in? (e.g. greengrocery, infant school, tobacco, insurance, glovemaking, etc.)",[]
"number of times ever admitted to hospital with any wheezing in the chest, whatever the cause",[]
"give total number of separations of one month or more, excluding n's hospital admission(s)","[('one month', 36, 45, 'DATE'), (""n's"", 65, 68, 'ORG')]"
has mother had a regular full-time or part-time job out of the home since the time of n's birth which she subsequently gave up?,[]
what was the main reason he/she stopped attending the previous placement?,[]
how many days after n's birth did regular contact start? ,[]
at what age did n start attending: b - previous placement? ... years ... months,[]
has the mother noticed any changes in n felt to be due to his/her attendance at present or previous placements? b previous placement,[]
please give reason(s) for delay in regular contact,[]
which is n's favourite tv programme? specify title or series n likes best,"[(""n's"", 9, 12, 'ORG')]"
"give any relevant diagnosis and details of assessment procedure(s) or investigations, if any.",[]
how many days a week is he/she usually read to?,"[('many days', 4, 13, 'DATE')]"
please state total number of accidents specified above,[]
is this the usual amount of tv n watches?,[]
what types of tv programmes does n watch at home?,[]
who mainly looks after n during mother's working hours?,"[('working hours', 41, 54, 'TIME')]"
please describe what it was she did. a - present placement,[]
"ask, ""which of these is the most important reason"", and write in",[]
what kind of changes have you noticed? b - previous placement,[]
give total time worked since n's birth in completed years (exclude present job if any),"[('years', 52, 57, 'DATE')]"
please describe what it was she did. b - previous placement,[]
who initiated the meeting(s)?,[]
what kind of changes have you noticed? a - present placement,[]
how many hours a day on average does he/she usually watch tv?,[]
name:,[]
"in your opinion, has this pupil or student the potential ability for a university course? (please circle one number only - 1 takes precedence over 2).","[('one', 105, 108, 'CARDINAL'), ('2', 147, 148, 'CARDINAL')]"
school or college:,[]
general comment,[]
position held,[]
ref. no.,[]
does/did this pupil or student hold any school/college office?,[]
address,[]
date,[]
does/did this pupil or student represent the school/college in any teams?,[]
does/did this pupil or student hold any school/college society office?,[]
has this pupil or student been unsuccessful in any application for higher education?,[]
examinations failed name of examining board or boards/body or bodies,[]
examinations passed name of examining board or boards/body or bodies,[]
examinations failed name of examining board or boards/body or bodies,[]
examinations passed name of examining board or boards/body or bodies,[]
is this pupil or student now in full-time employment? is this pupil or student now on a full-time education course?,[]
what course or examinations is he/she on or hoping to take?,[]
when is this pupil or student likely to leave?,[]
what are his/her plans after leaving?,[]
new address,[]
date of leaving,[]
"is/was any games office held, and if so, what is/was it?",[]
what society and what office is/was it?,[]
do you think any other full-time course is suited to his/her ability?,[]
please give details),[]
what office?,[]
"if known, please give details of any part-time education or training he/she may be taking -",[]
please give details - qualification aimed for,[]
please give details if known -,[]
please give details - length of proposed course ... years,[]
please give details - university/college etc.,[]
please give the date of birth of your child:,[]
please give the date on which you completed this questionnaire:,[]
this questionnaire was completed by: (tick all that apply) father,[]
this questionnaire was completed by: (tick all that apply) mother,[]
space for any additional comment you would like to make,[]
this questionnaire was completed by: (tick all that apply) other (please tick and describe),[]
has she had any injuries involving traffic in the past 12 months?,"[('the past 12 months', 46, 64, 'DATE')]"
in the past 12 months has the doctor been called to your home because your daughter was unwell?,"[('the past 12 months', 3, 21, 'DATE')]"
does she snore for more than a few minutes at a time?,"[('a few minutes', 29, 42, 'TIME')]"
apart from food and drink are there any other things to which she is allergic?,[]
"how many days has she had to take off school for health reasons? for asthma, eczema or hayfever guess?",[]
has anyone ever thought there might be a problem with other aspects of her development?,[]
has your child ever received any of the following: aromatherapy,[]
"how many days has she had to take off school for health reasons? for asthma, eczema or hayfever no. of days off school",[]
"in the past 12 months has your child had a dry cough at night, apart from a cough associated with a cold or chest infection?","[('the past 12 months', 3, 21, 'DATE')]"
has she had any other accidents or injuries in the past 12 months?,"[('the past 12 months', 47, 65, 'DATE')]"
"are there any pills, ointments or medicines that she has taken every day or nearly every day for the last 3 months? (include vitamins, skin cream, inhaler, laxatives as well as antibiotics, homeopathic and herbal remedies etc.)","[('the last 3 months', 97, 114, 'DATE')]"
"has your child had any itchy, dry skin rash in the joints and creases of her body (e.g. behind the knees, elbows, under the arms) in the past year?","[('the past year', 133, 146, 'DATE')]"
does your child take any of the following medication regularly at any time of year? other antihistamine (please tick & describe,"[('any time of year', 66, 82, 'DATE')]"
"in the past 12 months, has she had itchy-watery eyes?","[('the past 12 months', 3, 21, 'DATE')]"
does she breathe through her mouth rather than through her nose? when awake,[]
has she ever had any of the following operations? other operations (please describe),[]
has she had a skin reaction in the past year (e.g. redness or itching) which you thought was due to some food that she had eaten?,"[('the past year', 31, 44, 'DATE')]"
has she had any of the following happen since she was born? (tick all questions and all time periods that apply) bitten by animal or human (please tick and describe),[]
"has she had an itchy, dry, rash on her hands in the past year?","[('the past year', 48, 61, 'DATE')]"
has anyone ever thought there might be a problem with her behaviour or personality?,[]
"has she swallowed anything she shouldn't have (such as pills, buttons, disinfectant) in the past 12 months?","[('the past 12 months', 88, 106, 'DATE')]"
has she ever had any of the following operations? hernia repair,[]
does she often have aches and pains in her arms or legs?,[]
"in the past 12 months how often, on average, has your child been kept awake at night by an itchy rash?","[('the past 12 months', 3, 21, 'DATE'), ('night', 79, 84, 'TIME')]"
has she ever had any of the following operations? appendicectomy (appendix out),[]
has your child ever received any of the following: homeopathy,[]
have any of your other children ever had spells of wheezing with whistling on the chest?,[]
in the past year has she had diarrhoea or gastro-enteritis?,"[('the past year', 3, 16, 'DATE')]"
in the past year has your child ever had a time when she has coughed off and on for at least 2 days?,"[('the past year', 3, 16, 'DATE'), ('at least 2 days', 84, 99, 'DATE')]"
has she ever had any of the following operations? tubes (grommets) put in her ears,[]
has your child ever received any of the following: bach/flower essences,"[('bach', 51, 55, 'PERSON')]"
has your child ever received any of the following: hypnosis,[]
children often have accidents or illnesses that need treatment. please indicate which of the following have been given to your child in the last 12 months. in the last 12 months: other (please tick and describe),"[('the last 12 months', 136, 154, 'DATE'), ('the last 12 months', 159, 177, 'DATE')]"
has your child been admitted to hospital in the past 2 years?,"[('the past 2 years', 44, 60, 'DATE')]"
has your child ever received any of the following: acupuncture,[]
has she ever had any of the following operations? adenoids out,[]
since her 7th birthday has anyone thought there might be a problem with her hearing?,"[('7th', 10, 13, 'ORDINAL')]"
how would you assess the health of your child nowadays? in the past month,"[('the past month', 59, 73, 'DATE')]"
are there any foods or drinks that your child has had an allergic reaction to since her 7th birthday?,"[('7th', 88, 91, 'ORDINAL')]"
has your child ever received any of the following: reflexology,[]
has your child been seen by a hearing specialist since she was 7?,"[('7', 63, 64, 'CARDINAL')]"
"in the past 12 months, has she had any of the following infections? in the past 12 months: other infection (please tick & describe)","[('the past 12 months', 3, 21, 'DATE'), ('the past 12 months', 71, 89, 'DATE')]"
in the past year has she had any periods when there was wheezing with whistling on her chest when she breathed?,"[('the past year', 3, 16, 'DATE')]"
"has your child ever had sneezing episodes, or a runny or blocked nose, when she did not have a cold or the flu?",[]
in the past 12 months has your child's chest sounded wheezy during or after exercise? ,"[('the past 12 months', 3, 21, 'DATE')]"
has she ever had any of the following operations? squint repair (to put eyes straight),[]
have there been any other problems for which your child saw (or is going to see) a specialist since her 7th birthday?,"[('7th', 104, 107, 'ORDINAL')]"
has your child been referred to an eye specialist since her 7th birthday?,"[('7th', 60, 63, 'ORDINAL')]"
has pus or sticky mucus (not ear wax) leaked out of her ear in the past year?,"[('the past year', 63, 76, 'DATE')]"
in which of the past 12 months did these nose and/or eye problems occur?,"[('the past 12 months', 12, 30, 'DATE')]"
does she breathe through her mouth rather than through her nose? when asleep,[]
has your child ever received any of the following: osteopathy,[]
has she been burnt or scalded in the past 12 months?,"[('the past 12 months', 33, 51, 'DATE')]"
has your child ever received any of the following: other (please tick and describe),[]
"since her 7th birthday has she had any form of convulsion, fit, seizure or other turn in which consciousness was lost or any part of the body made an abnormal movement?","[('7th', 10, 13, 'ORDINAL')]"
has anyone ever thought that there might be a problem with her talking?,[]
does her skin get itchy when she gets sweaty? (e.g. in a hot room or when she has been playing?),[]
has she ever had any of the following operations? tonsils out,[]
how would you assess the health of your child nowadays? in the past year,"[('the past year', 59, 72, 'DATE')]"
"has anyone ever thought she might have a problem with clumsiness, movement or coordination?",[]
has she had an accident while playing sports or games in the past 12 months?,"[('the past 12 months', 57, 75, 'DATE')]"
has your child ever received any of the following: cranial osteopathy,[]
has she ever been injured by the action of another person (whether intentionally or not)?,[]
has she had any of the following happen since she was born? (tick all questions and all time periods that apply) other broken bone (please describe),[]
have there been times in the past year when she has had a pain in her stomach?,"[('the past year', 25, 38, 'DATE')]"
has she ever had any of the following operations? teeth pulled out,[]
"has she had an itchy, dry rash on her feet in the past year?","[('the past year', 46, 59, 'DATE')]"
"has anyone ever thought there might be a problem with aches and pains, including headache?",[]
has she had vomiting spells in the past year?,"[('the past year', 31, 44, 'DATE')]"
has she had any of the following in the past 12 months? in the past 12 months: other (please tick and describe),"[('the past 12 months', 36, 54, 'DATE'), ('the past 12 months', 59, 77, 'DATE')]"
has your child ever received any of the following: herbal medicine,[]
how many attacks has she had since her 7th birthday?,"[('7th', 39, 42, 'ORDINAL')]"
does she have this sort of rash now?,[]
did she have a runny nose during any of these spells?,[]
how many times?,[]
please describe how each accident happened: accident 3,"[('3', 53, 54, 'CARDINAL')]"
what is she allergic to? (tick all that apply) medicine,[]
are there still worries about this?,[]
has she ever been seen by a specialist about this?,[]
what is she allergic to? (tick all that apply) bee sting or wasp sting,[]
how does she react to these? (tick all that apply) sneezing,[]
how bad was this?,[]
did the rash ever become sore and oozy?,[]
how does she react to these? (tick all that apply) breathlessness,[]
"what investigations, if any, have been carried out?",[]
please describe the first attack since her 7th birthday:,"[('first', 20, 25, 'ORDINAL'), ('7th', 43, 46, 'ORDINAL')]"
please describe how each accident happened: accident 1,"[('1', 53, 54, 'CARDINAL')]"
what is she allergic to? (tick all that apply) pollen,[]
what is she allergic to? (tick all that apply) dog,[]
how does she react to these? (tick all that apply) other (please tick and describe),[]
did the child have a high temperature at the time?,[]
please describe how each accident happened: accident 2,"[('2', 53, 54, 'CARDINAL')]"
how many times?,[]
what is she allergic to? (tick all that apply) other (please tick and describe),[]
"was it made worse by irritants such as bubble bath, soap, wool or nylon clothing?",[]
what is she allergic to? (tick all that apply) house dust,[]
what is she allergic to? (tick all that apply) cat,[]
how old was she at the time?,[]
did she have a fever at any of these times?,[]
please give type,[]
what was/were the attack(s) thought to be due to? (tick all that apply) other (please describe),[]
did later attacks differ from the first one?,"[('first', 34, 39, 'ORDINAL')]"
how does she react to these? (tick all that apply) rash,[]
how many times has this happened in the past year?,"[('the past year', 36, 49, 'DATE')]"
are there still worries about this?,[]
how does she react to these? (tick all that apply) wheezing,[]
how many times?,[]
was the reaction caused by eating or touching the food or drink?,[]
what happens when she does have the reaction? (tick all that apply) stop breathing,[]
what happens when she does have the reaction? (tick all that apply) diarrhoea,[]
please describe how each accident happened: accident 2,"[('2', 53, 54, 'CARDINAL')]"
what have you done about these reactions? (tick all that apply) other (please describe),[]
what happens when she does have the reaction? (tick all that apply) bright red rash,[]
how often did you see her while she was in hospital? 3rd admission,"[('3rd', 53, 56, 'ORDINAL')]"
has she ever been seen by a specialist about this?,[]
please describe which foods or drinks,[]
are there still worries about this?,[]
what happens when she does have the reaction? (tick all that apply) swelling,[]
are there still any worries about her talking?,[]
what happens when she does have the reaction? (tick all that apply) wheezing or whistling in the chest,[]
has she ever been seen by a specialist about this?,[]
please describe how each accident happened: accident 3,"[('3', 53, 54, 'CARDINAL')]"
what happens when she does have the reaction? (tick all that apply) other reaction (please describe ),[]
please describe how each accident happened: accident 3,"[('3', 53, 54, 'CARDINAL')]"
how many times has a reaction happened in the past year?,"[('the past year', 42, 55, 'DATE')]"
what happens when she does have the reaction? (tick all that apply) vomiting,[]
how many times?,[]
has she ever been seen by a speech therapist?,[]
please describe how each accident happened: accident 1,"[('1', 53, 54, 'CARDINAL')]"
"in the past 12 months, has your child had sneezing episodes, or a runny or blocked nose, when she did not have a cold or the flu?","[('the past 12 months', 3, 21, 'DATE')]"
what happens when she does have the reaction? (tick all that apply) headache,[]
how long after eating or drinking or touching does this usually happen?,[]
how often did you see her while she was in hospital? 1st admission,"[('1st', 53, 56, 'ORDINAL')]"
what treatment has your child been given for the problem?,[]
how many days did the worst attack last?,[]
please describe how each accident happened: accident 1,"[('1', 53, 54, 'CARDINAL')]"
"in the past 12 months, how much did these nose and eye problems interfere with your child's activities?","[('the past 12 months', 3, 21, 'DATE')]"
please describe how each accident happened: accident 2,"[('2', 53, 54, 'CARDINAL')]"
what happens when she does have the reaction? (tick all that apply) difficulty breathing,[]
how often have these been associated with: diarrhoea,[]
how many times?,[]
what happens when she does have the reaction? (tick all that apply) hives (white raised bumps on skin),[]
how often did you see her while she was in hospital? 2nd admission,"[('2nd', 53, 56, 'ORDINAL')]"
how often have these been associated with: chestiness (wheezing or coughing or grunting),[]
has she ever been seen by a specialist about this?,[]
how many times?,[]
age of child when this treatment started: ... years,[]
how many separate times has this happened in the past year?,"[('the past year', 45, 58, 'DATE')]"
where was the reaction? (please describe),[]
does this happen especially when she is tired?,[]
age of child when this treatment started: ... years,[]
what do you think were the causes of her stomach pains? (tick all that apply) other (please describe),[]
child's condition / illness:,[]
"name of 4th treatment (e.g. acupuncture, reflexology etc.):","[('4th', 8, 11, 'ORDINAL')]"
age of child when this treatment started: ... years,[]
child's condition / illness:,[]
for how many different problems?,[]
how many times in the past 12 months?,"[('the past 12 months', 18, 36, 'DATE')]"
did she have vomiting or diarrhoea at the same time as the pain?,[]
what do you think is the cause ?,[]
are there still worries about this?,[]
do you find any particular treatment helps ?,[]
child's condition / illness:,[]
child's condition / illness:,[]
how helpful did you find this treatment?,[]
please describe how each accident happened: accident 2,"[('2', 53, 54, 'CARDINAL')]"
please describe the food(s),[]
what treatment was given?,[]
please describe how each accident happened: accident 1,"[('1', 53, 54, 'CARDINAL')]"
how many times?,[]
"name of 2nd treatment (e.g. acupuncture, reflexology etc.):","[('2nd', 8, 11, 'ORDINAL')]"
what was decided?,[]
age of child when this treatment started: ... years,[]
how helpful did you find this treatment?,[]
"name of 1st treatment (e.g. acupuncture, reflexology etc.):","[('1st', 8, 11, 'ORDINAL')]"
please give full names of substances if you can,[]
how long after the food was eaten did the reaction appear?,[]
"name of 3rd treatment (e.g. acupuncture, reflexology etc.):","[('3rd', 8, 11, 'ORDINAL')]"
how many times?,[]
please describe how each accident happened: burn 1,"[('1', 49, 50, 'CARDINAL')]"
how helpful did you find this treatment?,[]
at what age?,[]
please describe how each accident happened: accident 3,"[('3', 53, 54, 'CARDINAL')]"
child's condition / illness:,[]
please describe how each accident happened: injury 2,"[('2', 51, 52, 'CARDINAL')]"
please describe which parts of her feet,[]
do you think the wheezing attacks are worse during any particular time of year?,[]
how helpful did you find this treatment?,[]
how helpful did you find this treatment?,[]
"how often, on average, has your child's sleep been disturbed due to wheezing in the past 12 months? ","[('the past 12 months', 80, 98, 'DATE')]"
"name of 5th treatment (e.g. acupuncture, reflexology etc.):","[('5th', 8, 11, 'ORDINAL')]"
what was decided?,[]
was she breathless during any of these times?,[]
age of child when this treatment started: ... years,[]
has wheezing ever been severe enough to limit your child's speech to only one or two words at a time between breaths in the past 12 months?,"[('only one or two', 69, 84, 'CARDINAL'), ('the past 12 months', 120, 138, 'DATE')]"
at what age?,[]
what do you think brings on the wheezing attacks ? other (please tick & describe),[]
did she have a fever during any of these times?,[]
please describe how each accident happened: injury 3,"[('3', 51, 52, 'CARDINAL')]"
how many times?,[]
please describe how each accident happened: burn 3,"[('3', 49, 50, 'CARDINAL')]"
what do you think brings on the wheezing attacks ? being in a smoky room,[]
please describe,[]
what do you think brings on the wheezing attacks ? i don't know,[]
please describe how each accident happened: injury 1,"[('1', 51, 52, 'CARDINAL')]"
please describe how each accident happened: burn 2,"[('2', 49, 50, 'CARDINAL')]"
what do you think brings on the wheezing attacks ? chest infection or bronchitis,[]
what do you think brings on the wheezing attacks ? cold weather,[]
please describe:,[]
how many days altogether would you say she has wheezed in the past 12 months?,"[('the past 12 months', 58, 76, 'DATE')]"
how many separate times has this happened in the past 12 months?,"[('the past 12 months', 45, 63, 'DATE')]"
what was decided?,[]
please describe type of medicine,[]
what was decided?,[]
how old was she? ... years ,[]
please describe,[]
please describe,[]
what was decided?,[]
how old was she? ... years,[]
please describe,[]
how old was she? ... years,[]
over what part of body?,[]
please describe,[]
what was decided?,[]
please describe,[]
how old was she? ... years,[]
please describe,[]
over what part of body?,[]
please describe,[]
what was decided?,[]
how old was she? ... years,[]
describe where,[]
please state in months (put 00 for less than 1 month) months,"[('months', 16, 22, 'DATE'), ('less than 1 month', 35, 52, 'DATE'), ('months', 54, 60, 'DATE')]"
please state in months (put 00 for less than 1 month) months,"[('months', 16, 22, 'DATE'), ('less than 1 month', 35, 52, 'DATE'), ('months', 54, 60, 'DATE')]"
please state the name(s):,[]
please state the name(s):,[]
please state the name(s):,[]
please state in months (put 00 for less than 1 month) months,"[('months', 16, 22, 'DATE'), ('less than 1 month', 35, 52, 'DATE'), ('months', 54, 60, 'DATE')]"
please state the name(s):,[]
please state the name(s):,[]
please describe,[]
if less than 1 year please state in months (put 00 for less than 1 month) months,"[('less than 1 year', 3, 19, 'DATE'), ('months', 36, 42, 'DATE'), ('less than 1 month', 55, 72, 'DATE'), ('months', 74, 80, 'DATE')]"
please state in months (put 00 for less than 1 month) months,"[('months', 16, 22, 'DATE'), ('less than 1 month', 35, 52, 'DATE'), ('months', 54, 60, 'DATE')]"
have you recently: found everything getting on top of you?,[]
"do you find it very difficult to follow a conversation if there is background noise, such as tv, radio, children playing? (without a hearing aid if you have one)",[]
have you recently: felt capable of making decisions about things?,[]
when you eat a main meal or any other food is salt generally added to it: during cooking?,[]
have you recently: been getting edgy and bad-tempered?,[]
have you recently: been managing to keep yourself busy and occupied?,[]
have you drunk alcohol in the last year?,"[('the last year', 26, 39, 'DATE')]"
have you recently: been thinking of yourself as a worthless person?,[]
"over the past year, have there been times when you heard or saw things that other people couldn't?","[('the past year', 5, 18, 'DATE')]"
are you a vegetarian?,[]
have you recently: been getting any pains in your head?,[]
have you recently: been satisfied with the way you've carried out your task?,[]
"over the past year, have there been times when you felt that something strange was going on?","[('the past year', 5, 18, 'DATE')]"
"overall, do you think you have enough opportunity to talk openly and share your feelings about things?",[]
have you recently: been having hot or cold spells?,[]
"over the past year, have there been times when you felt people were against you?","[('the past year', 5, 18, 'DATE')]"
have you recently: felt that you are playing a useful part in things?,[]
"in your spare time do you do any of the following activities? constructive activities, making things with your hands",[]
when you eat a main meal or any other food is salt generally added to it: at table?,[]
have you recently: found at times you couldn't do anything because your nerves were too bad?,[]
have you recently: been feeling perfectly well and in good health?,[]
have you recently: been feeling in need of a good tonic?,[]
"over the past year, have you felt that your thoughts were directly interfered with or controlled by some outside force or person?","[('the past year', 5, 18, 'DATE')]"
have you recently: been able to enjoy your normal day-to-day activities?,[]
have you recently: thought of the possibility that you might make away with yourself?,[]
do you usually wear glasses or contact lenses for distance vision (e.g. for driving a car or watching television)?,[]
have you recently: felt on the whole you were doing things well?,[]
have you recently: been feeling nervous and strung-up all the time?,[]
have you recently: felt constantly under strain?,[]
have you recently: felt that you are ill?,[]
have you recently: been feeling run down and out of sorts?,[]
have you recently: been getting a feeling of tightness or pressure in your head?,[]
have you recently: been getting scared or panicky for no good reason?,[]
have you recently: found that the idea of taking your life kept coming into your mind?,[]
interview date,[]
do you wear a hearing aid?,[]
do you have difficulty recognising a friend across the road (4 yards)? (without distance vision glasses or contact lenses if you have them),"[('4 yards', 61, 68, 'QUANTITY')]"
thinking about the person you have felt closest to in the last 12 months please answer the following questions: is this person your ...,"[('the last 12 months', 54, 72, 'DATE')]"
have you recently: lost much sleep over worry?,[]
are you on any special diet at the moment?,[]
have you recently: felt that life isn't worth living?,[]
"over the past year, have there been times when you felt very happy indeed without a break for days on end?","[('the past year', 5, 18, 'DATE'), ('days', 94, 98, 'DATE')]"
have you recently: been taking longer over the things you do?,[]
have you recently: had difficulty staying asleep once you are off?,[]
have you recently: felt that life is entirely hopeless?,[]
"in your spare time do you do any of the following activities? musical, artistic or creative activities",[]
have you recently: found yourself wishing you were dead and away from it all?,[]
have you ever had any of the following operations? (for each operation circle o (no) or 1 (yes). removal of uterus (womb) and one ovary (hysterectomy and oopherectomy),"[('1', 88, 89, 'CARDINAL'), ('one', 126, 129, 'CARDINAL')]"
have you ever had any of the following operations? (for each operation circle o (no) or 1 (yes) removal of one ovary only (oopherectomy),"[('1', 88, 89, 'CARDINAL'), ('one', 107, 110, 'CARDINAL')]"
have you ever had any of the following operations? (for each operation circle o (no) or 1 (yes). removal of uterus (womb) and both ovaries (hysterectomy & bilateral oopherectomy),"[('1', 88, 89, 'CARDINAL')]"
have you ever had any of the following operations? (for each operation circle o (no) or 1 (yes). removal of uterus (womb) only (hysterectomy),"[('1', 88, 89, 'CARDINAL')]"
in the last 12 months have you had a period or menstrual bleeding?,"[('the last 12 months', 3, 21, 'DATE')]"
